"","class","no_pic","t","OTC"
"899","2D",10,1185,1
"900","2D",10,1200,1
"901","2D",10,1215,1
"902","2D",10,1230,1
"903","2D",10,1245,1
"904","2D",10,1260,1
"905","2D",10,1275,1
"906","2D",10,1290,1
"907","2D",10,1305,1
"908","2D",10,1320,1
"909","2D",10,1335,1
"910","2D",10,1350,1
"911","3D",1,0,0.002419094
"912","3D",1,15,0.013703497
"913","3D",1,30,0.036047357
"914","3D",1,45,0.080552689
"915","3D",1,60,0.136625034
"916","3D",1,75,0.232817719
"917","3D",1,90,0.336541515
"918","3D",1,105,0.422031009
"919","3D",1,120,0.522860287
"920","3D",1,135,0.652291266
"921","3D",1,150,0.747018745
"922","3D",1,165,0.816806282
"923","3D",1,180,0.869841693
"924","3D",1,195,0.91358959
"925","3D",1,210,0.935053674
"926","3D",1,225,0.945131528
"927","3D",1,240,0.952540501
"928","3D",1,255,0.96626687
"929","3D",1,270,0.973661415
"930","3D",1,285,0.983536641
"931","3D",1,300,0.992606865
